date,ticker,underlying_price,pct_otm,weight
2024-09-20,SPY US 09/27/24 C575,568.25,0.011878574571051459,1
2024-09-27,SPY US 10/04/24 C575,571.47,0.006177052163718111,1
2024-10-04,SPY US 10/11/24 C580,572.98,0.012251736535306534,1
2024-10-11,SPY US 10/18/24 C585,579.58,0.009351599434072932,1
2024-10-18,SPY US 10/25/24 C590,584.59,0.009254349202004741,1
2024-10-25,SPY US 11/01/24 C585,579.04,0.010292898590771093,1
2024-11-01,SPY US 11/08/24 C575,571.04,0.006934715606612629,1
2024-11-08,SPY US 11/15/24 C605,598.19,0.011384342767348121,1
2024-11-15,SPY US 11/22/24 C590,585.75,0.0072556551429789895,1
2024-11-22,SPY US 11/29/24 C600,595.51,0.00753975583953248,1
2024-11-29,SPY US 12/06/24 C610,602.55,0.01236411916023572,1
2024-12-06,SPY US 12/13/24 C615,607.81,0.011829354568039463,1
2024-12-13,SPY US 12/20/24 C610,604.21,0.009582760960593184,1
2024-12-20,SPY US 12/27/24 C595,591.15,0.006512729425695696,1
2024-12-27,SPY US 01/03/25 C600,595.01,0.008386413673719728,1
2025-01-03,SPY US 01/10/25 C600,591.95,0.013599121547427817,1
2025-01-10,SPY US 01/17/25 C585,580.49,0.007769298351392839,1
2025-01-17,SPY US 01/24/25 C605,597.58,0.01241674754844535,1
2025-01-24,SPY US 01/31/25 C615,607.97,0.011563070546243948,1
2025-01-31,SPY US 02/07/25 C610,601.82,0.013592103951347578,1
2025-02-07,SPY US 02/14/25 C605,600.77,0.007040964096076685,1
2025-02-14,SPY US 02/21/25 C615,609.7,0.008692799737575863,1
2025-02-21,SPY US 02/28/25 C605,599.94,0.008434176751008327,1
2025-02-28,SPY US 03/07/25 C600,594.18,0.009795011612642623,1
2025-03-07,SPY US 03/14/25 C580,575.92,0.00708431726628711,1
2025-03-14,SPY US 03/21/25 C570,562.81,0.012775181677653347,1
2025-03-21,SPY US 03/28/25 C570,563.98,0.010674137380758175,1
2025-03-28,SPY US 04/04/25 C560,555.66,0.007810531620055405,1
2025-04-04,SPY US 04/11/25 C510,505.28,0.00934135528815716,1
2025-04-11,SPY US 04/17/25 C540,533.94,0.011349589841555208,1
2025-04-17,SPY US 04/25/25 C530,526.41,0.006819779259512604,1
2025-04-25,SPY US 05/02/25 C555,550.64,0.007918058985907361,1
2025-05-02,SPY US 05/09/25 C570,566.76,0.005716705483802764,1
2025-05-09,SPY US 05/16/25 C570,564.34,0.010029414891731925,1
2025-05-16,SPY US 05/23/25 C600,594.2,0.009761023224503562,1
2025-05-23,SPY US 05/30/25 C585,579.11,0.010170779299269572,1
2025-05-30,SPY US 06/06/25 C595,589.39,0.009518315546582112,1
2025-06-06,SPY US 06/13/25 C605,599.14,0.009780685649430909,1
2025-06-13,SPY US 06/20/25 C605,597.0,0.01340033500837512,1
2025-06-20,SPY US 06/27/25 C600,594.28,0.00962509254896693,1
2025-07-11,SPY US 07/18/25 C630,623.62,0.010230589140822977,1
2025-07-18,SPY US 07/25/25 C634,627.58,0.010229771503234675,1
2025-07-25,SPY US 08/01/25 C644,637.1,0.010830324909747224,1
2025-08-01,SPY US 08/08/25 C628,621.72,0.010101010101010166,1
2025-08-08,SPY US 08/15/25 C644,637.18,0.010703411908722815,1
2025-08-15,SPY US 08/22/25 C650,643.44,0.010195200795722892,1
2025-08-22,SPY US 08/29/25 C652,645.31,0.010367110381057199,1
2025-08-29,SPY US 09/05/25 C652,645.05,0.010774358576854492,1
2025-09-05,SPY US 09/12/25 C654,647.24,0.010444348309746054,1
2025-09-12,SPY US 09/19/25 C664,657.41,0.01002418582011222,1
2025-09-19,SPY US 09/26/25 C671,663.7,0.010998945306614383,1
